251,293,392,297,251,154,393,151
252,293,394,297,251,153,394,149
252,293,395,297,251,152,395,148
253,293,397,297,251,151,396,147
253,293,398,296,252,151,397,146
254,293,399,296,252,150,399,145
254,293,401,296,252,149,400,143
255,293,402,295,252,148,401,142
255,293,404,295,253,147,402,141
256,293,405,295,253,146,403,139
256,293,407,294,253,145,404,138
257,293,408,294,253,144,406,137
257,293,410,294,254,143,407,135
258,292,411,293,254,142,408,134
258,292,413,293,254,141,409,133
259,292,414,293,254,140,411,131
259,292,416,292,255,139,412,130
260,292,418,292,255,138,413,128
260,292,419,292,255,137,415,127
261,292,421,291,255,136,416,125
262,292,422,291,256,135,417,124
262,292,424,291,256,134,419,122
263,292,426,290,256,133,420,121
263,292,428,290,257,132,421,119
264,291,429,289,257,131,423,117
265,291,431,289,257,129,424,116
265,291,433,288,257,128,426,114
266,291,435,288,258,127,427,112
266,291,437,288,258,126,429,111
267,291,439,287,258,125,430,109
