247,297,391,295,248,152,390,154
248,296,393,295,249,151,392,153
249,296,395,295,250,150,394,151
250,295,396,294,251,148,395,150
251,295,398,294,252,147,397,149
252,294,400,293,253,146,399,147
253,294,402,293,254,144,401,146
254,293,403,292,255,143,403,145
255,293,405,292,256,142,405,143
256,293,407,292,256,140,407,142
257,292,409,291,257,139,409,141
258,292,411,291,258,138,410,139
259,291,413,290,259,136,412,138
260,291,415,290,260,135,415,136
261,290,417,290,261,133,417,135
262,290,418,289,262,132,419,133
263,290,420,289,263,131,421,132
264,289,422,288,264,129,423,131
265,289,424,288,265,128,425,129
266,288,426,288,266,126,427,127
267,288,429,287,267,125,429,126
268,288,431,287,268,123,432,124
269,287,433,287,269,122,434,123
271,287,435,286,270,120,436,121
272,286,437,286,271,119,439,120
273,286,439,285,272,117,441,118
274,286,442,285,273,115,444,116
275,285,444,285,275,114,446,115
276,285,446,284,276,112,449,113
277,284,448,284,277,110,451,111
