249,297,387,290,245,150,390,152
250,298,388,290,246,150,391,152
251,298,390,290,247,150,393,151
252,299,392,291,248,149,395,151
253,299,394,291,249,149,396,150
254,299,396,291,250,148,398,149
255,300,397,292,251,148,400,149
256,300,399,292,252,147,401,148
257,301,401,292,253,147,403,148
258,301,403,292,254,146,405,147
259,302,405,293,255,146,407,146
260,302,407,293,255,145,408,146
261,302,409,293,256,145,410,145
262,303,411,294,257,144,412,144
264,303,413,294,258,144,414,144
265,304,415,294,259,143,416,143
266,304,417,294,260,143,418,142
267,305,419,295,261,142,420,142
268,305,421,295,262,141,422,141
269,306,423,295,263,141,423,140
270,306,425,295,264,140,425,139
272,307,428,296,265,139,427,138
273,307,430,296,266,139,429,138
274,307,432,296,267,138,431,137
275,308,434,296,269,137,434,136
277,308,437,297,270,137,436,135
278,309,439,297,271,136,438,134
279,309,441,297,272,135,440,133
280,310,444,297,273,135,442,132
282,310,446,298,274,134,444,132
