247,297,391,295,248,152,390,154
246,297,391,296,247,152,390,154
244,297,390,296,246,151,389,153
243,298,390,297,244,151,389,153
242,298,389,297,243,150,388,152
240,299,389,297,242,150,388,152
239,299,389,298,240,149,387,151
237,300,388,298,239,148,387,151
236,300,388,298,237,148,386,150
234,301,387,299,236,147,386,150
233,301,387,299,234,147,385,149
231,302,386,300,233,146,385,149
230,302,386,300,231,145,384,148
228,303,385,300,230,145,384,148
227,303,385,301,228,144,383,147
225,304,384,301,227,144,382,146
223,304,384,302,225,143,382,146
222,305,383,302,224,142,381,145
220,305,383,302,222,141,381,145
218,306,383,303,220,141,380,144
217,306,382,303,219,140,380,143
215,307,382,304,217,139,379,143
213,307,381,304,215,139,379,142
211,308,381,304,214,138,378,142
209,308,380,305,212,137,378,141
208,309,380,305,210,136,377,140
206,309,379,306,208,135,377,140
204,310,379,306,206,135,376,139
202,311,378,307,205,134,376,138
200,311,378,307,203,133,375,137
