249,297,387,290,245,150,390,152
250,298,388,290,246,151,391,152
251,299,390,291,246,151,392,152
252,301,392,292,247,151,394,151
253,302,394,292,247,152,395,151
254,303,396,293,248,152,396,151
255,304,398,294,248,152,398,151
256,305,399,294,248,153,399,150
257,306,401,295,249,153,401,150
258,307,403,296,249,153,402,150
259,309,405,296,250,154,403,149
260,310,407,297,250,154,405,149
261,311,409,298,250,154,406,149
262,312,411,298,251,155,408,148
263,313,413,299,251,155,409,148
264,315,415,300,251,155,411,148
265,316,417,301,252,156,412,147
266,317,419,301,252,156,414,147
267,318,421,302,253,156,415,146
268,320,423,303,253,157,417,146
269,321,425,303,253,157,418,146
270,322,427,304,254,158,420,145
271,324,429,305,254,158,422,145
272,325,432,306,254,158,423,144
273,326,434,307,255,159,425,144
274,328,436,307,255,159,426,144
275,329,438,308,255,159,428,143
276,330,441,309,256,160,430,143
278,332,443,310,256,160,431,142
279,333,445,311,257,160,433,142
