249,295,393,297,250,154,392,152
248,296,392,297,249,153,391,151
247,296,392,297,247,153,391,151
246,296,392,297,246,152,391,150
244,296,392,297,245,151,390,149
243,297,391,297,244,151,390,148
242,297,391,297,242,150,389,148
241,297,391,297,241,150,389,147
240,298,391,298,240,149,389,146
239,298,390,298,238,148,388,145
238,298,390,298,237,148,388,144
236,298,390,298,236,147,388,144
235,299,390,298,234,146,387,143
234,299,389,298,233,146,387,142
233,299,389,299,231,145,386,141
232,300,389,299,230,144,386,140
230,300,389,299,229,144,386,139
229,300,388,299,227,143,385,139
228,301,388,299,226,142,385,138
227,301,388,300,224,141,384,137
225,302,387,300,222,141,384,136
224,302,387,300,221,140,384,135
223,302,387,300,219,139,383,134
221,303,387,301,218,139,383,133
220,303,386,301,216,138,382,132
218,304,386,301,214,137,382,131
217,304,386,302,213,136,381,131
216,305,385,302,211,136,381,130
214,305,385,302,209,135,381,129
213,306,385,302,207,134,380,128
