249,295,393,297,250,154,392,152
249,296,394,297,250,154,393,152
250,297,396,298,251,154,394,152
250,298,397,299,252,154,396,152
251,299,399,300,252,154,397,152
251,300,400,301,253,154,398,152
252,301,402,302,253,154,400,152
252,301,403,303,254,154,401,152
253,302,405,304,254,154,403,151
254,303,407,304,255,154,404,151
254,304,408,305,255,154,406,151
255,305,410,306,256,154,407,151
255,306,412,307,257,154,409,151
256,307,413,308,257,154,410,151
256,308,415,309,258,154,412,150
257,309,417,310,258,154,414,150
257,310,419,311,259,154,415,150
258,310,420,312,259,154,417,150
259,311,422,313,260,153,418,150
259,312,424,314,261,153,420,149
260,313,426,315,261,153,422,149
260,314,428,316,262,153,424,149
261,315,430,317,262,153,425,149
261,316,432,318,263,153,427,148
262,317,434,319,264,153,429,148
263,318,436,320,264,153,431,148
263,319,438,321,265,153,432,148
264,320,440,322,266,153,434,147
265,322,442,324,266,152,436,147
265,323,444,325,267,152,438,147
