247,297,391,295,248,152,390,154
248,295,393,294,249,150,391,151
249,294,394,292,249,148,392,149
249,293,396,290,249,146,393,146
250,291,397,288,249,144,394,143
251,290,399,286,249,141,395,141
252,289,400,284,249,139,396,138
252,287,402,282,249,137,397,135
253,286,403,281,249,135,398,132
254,284,405,279,249,132,399,129
255,283,406,277,249,130,400,126
255,282,408,275,249,128,402,124
256,280,410,273,250,125,403,121
257,279,411,271,250,123,404,118
258,277,413,269,250,120,405,114
258,276,414,266,250,118,406,111
259,274,416,264,250,115,407,108
260,273,418,262,250,113,408,105
261,271,419,260,250,110,409,102
261,270,421,258,250,108,410,99
262,268,423,256,250,105,412,95
263,267,424,254,250,102,413,92
264,265,426,251,250,100,414,89
264,264,428,249,250,97,415,85
265,262,429,247,249,94,416,82
266,260,431,245,249,91,417,78
266,259,433,242,249,89,419,74
267,257,435,240,249,86,420,71
268,256,436,238,249,83,421,67
269,254,438,235,249,80,422,63
