251,293,392,297,251,154,393,151
250,292,392,296,250,152,393,149
250,291,392,296,249,150,394,147
249,290,392,295,249,148,394,145
248,289,392,294,248,146,394,143
247,287,392,293,247,143,395,141
246,286,392,292,247,141,395,139
245,285,392,291,246,139,395,137
244,284,392,290,245,137,396,136
243,282,392,289,244,135,396,134
242,281,392,288,244,132,397,132
241,280,392,287,243,130,397,130
240,279,392,286,242,128,397,128
239,278,392,286,241,125,398,126
239,276,392,285,241,123,398,124
238,275,392,284,240,121,399,121
237,274,392,283,239,118,399,119
236,272,392,282,238,116,400,117
235,271,392,281,238,113,400,115
234,270,392,280,237,111,401,113
233,269,392,279,236,108,402,111
232,267,392,278,235,105,402,108
231,266,392,277,234,103,403,106
230,265,392,276,233,100,403,104
229,263,392,275,233,97,404,101
228,262,392,274,232,95,405,99
226,261,392,273,231,92,405,97
225,259,392,272,230,89,406,94
224,258,392,271,229,86,407,92
223,256,393,270,228,83,407,89
