251,293,392,297,251,154,393,151
250,295,392,299,249,154,392,151
248,296,391,300,247,155,391,151
247,297,390,301,246,155,390,151
245,299,390,302,244,156,389,152
244,300,389,303,242,156,388,152
242,302,388,304,240,157,387,152
240,303,388,306,238,158,386,153
239,305,387,307,237,158,385,153
237,306,386,308,235,159,384,153
235,308,386,309,233,159,383,153
234,309,385,311,231,160,382,154
232,311,384,312,229,160,381,154
230,312,383,313,227,161,380,154
229,314,383,315,225,161,379,155
227,315,382,316,223,162,378,155
225,317,381,317,221,163,377,155
223,319,381,319,219,163,376,156
221,320,380,320,217,164,375,156
220,322,379,322,215,164,374,156
218,324,378,323,213,165,373,157
216,326,378,325,211,166,372,157
214,327,377,326,208,166,371,157
212,329,376,328,206,167,370,158
210,331,375,329,204,168,368,158
208,333,375,331,202,168,367,158
206,335,374,332,200,169,366,159
204,337,373,334,197,169,365,159
202,339,372,336,195,170,364,159
200,341,371,337,193,171,363,160
