249,295,393,297,250,154,392,152
249,295,394,296,250,153,393,151
250,296,396,296,250,152,394,150
251,296,397,296,251,152,395,148
251,296,399,295,251,151,396,147
252,296,401,295,251,150,398,146
253,296,402,295,252,149,399,145
254,296,404,294,252,148,400,143
254,296,406,294,252,147,401,142
255,296,407,294,252,146,403,140
256,296,409,293,253,145,404,139
256,296,411,293,253,145,405,138
257,296,412,293,253,144,407,136
258,296,414,292,253,143,408,135
259,296,416,292,254,142,409,133
259,296,418,292,254,141,411,132
260,296,420,291,254,140,412,130
261,296,421,291,254,139,414,129
262,296,423,291,255,138,415,127
262,296,425,290,255,137,416,126
263,296,427,290,255,136,418,124
264,296,429,290,255,135,419,122
265,296,431,289,256,134,421,121
266,296,433,289,256,133,422,119
266,296,435,289,256,132,424,117
267,297,437,288,256,131,426,116
268,297,439,288,257,130,427,114
269,297,441,288,257,129,429,112
269,297,443,287,257,128,430,110
270,297,445,287,257,126,432,109
