249,297,387,290,245,150,390,152
247,298,386,291,244,151,389,153
246,299,385,292,243,151,389,153
244,300,385,294,242,151,389,154
243,301,384,295,241,151,388,154
241,303,384,296,239,151,388,155
240,304,383,297,238,151,388,155
238,305,382,299,237,151,387,156
236,306,382,300,235,151,387,156
235,307,381,301,234,152,387,157
233,308,380,303,233,152,386,157
231,309,380,304,231,152,386,158
230,310,379,305,230,152,386,158
228,312,378,307,228,152,385,159
226,313,377,308,227,152,385,159
224,314,377,309,225,152,384,160
222,315,376,311,224,152,384,160
221,316,375,312,222,152,384,161
219,318,375,314,221,152,383,161
217,319,374,315,219,153,383,162
215,320,373,317,218,153,383,162
213,321,372,318,216,153,382,163
211,323,371,320,215,153,382,163
209,324,371,321,213,153,381,164
207,325,370,323,211,153,381,164
205,327,369,324,210,153,380,165
203,328,368,326,208,153,380,165
201,329,367,327,206,153,380,166
199,331,367,329,204,153,379,166
196,332,366,331,203,153,379,167
