251,293,392,297,251,154,393,151
250,293,392,297,250,153,393,150
249,293,392,297,249,152,393,149
248,293,392,297,248,151,393,148
247,293,392,297,247,150,392,147
246,293,391,297,246,149,392,146
245,293,391,297,245,149,392,145
244,293,391,297,244,148,392,144
243,292,391,297,243,147,392,143
242,292,391,297,242,146,392,142
241,292,390,297,241,145,391,141
240,292,390,297,240,144,391,140
238,292,390,297,239,143,391,139
237,292,390,297,238,142,391,138
236,292,389,297,237,141,391,137
235,292,389,297,236,140,391,136
234,291,389,297,235,138,390,135
233,291,389,297,234,137,390,134
231,291,389,297,233,136,390,133
230,291,388,297,232,135,390,131
229,291,388,297,230,134,390,130
228,291,388,296,229,133,390,129
226,291,388,296,228,132,389,128
225,290,387,296,227,131,389,127
224,290,387,296,226,129,389,126
222,290,387,296,225,128,389,124
221,290,387,296,223,127,389,123
220,290,386,296,222,126,388,122
218,289,386,296,221,124,388,120
217,289,386,296,220,123,388,119
