248,297,389,293,247,151,389,154
248,298,390,294,247,150,390,153
248,298,391,294,248,149,391,153
248,298,392,294,248,149,393,152
249,299,393,294,248,148,394,152
249,299,394,295,248,147,395,151
249,299,395,295,249,147,396,151
249,300,397,295,249,146,397,150
250,300,398,296,249,146,398,149
250,300,399,296,249,145,400,149
250,301,400,296,250,144,401,148
251,301,401,297,250,144,402,148
251,302,402,297,250,143,403,147
251,302,404,297,250,142,405,146
251,302,405,298,251,142,406,146
252,303,406,298,251,141,407,145
252,303,407,298,251,140,409,144
252,304,409,299,252,140,410,144
253,304,410,299,252,139,411,143
253,304,411,299,252,138,413,142
253,305,413,300,253,137,414,142
254,305,414,300,253,137,416,141
254,306,415,301,253,136,417,140
254,306,417,301,253,135,418,140
255,307,418,302,254,134,420,139
255,307,420,302,254,134,421,138
255,308,421,302,254,133,423,138
256,308,423,303,255,132,424,137
256,309,424,303,255,131,426,136
256,309,426,304,255,130,428,135
